Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0051087	chaperone binding	 	3.763E-3	5.983E-1	1.301E-2	7.347E-2	3	117	FGB,CP,ALB
GO: Molecular Function	GO:1903981	enterobactin binding	 	5.328E-3	8.471E-1	1.802E-2	1.018E-1	1	2	ALB
GO: Molecular Function	GO:0060230	lipoprotein lipase activator activity	 	7.981E-3	1.000E0	2.538E-2	1.434E-1	1	3	APOH
GO: Molecular Function	GO:1902271	D3 vitamins binding	 	7.981E-3	1.000E0	2.538E-2	1.434E-1	1	3	GC
GO: Molecular Function	GO:0019959	interleukin-8 binding	 	7.981E-3	1.000E0	2.538E-2	1.434E-1	1	3	A2M
GO: Molecular Function	GO:0048403	brain-derived neurotrophic factor binding	 	1.063E-2	1.000E0	3.188E-2	1.801E-1	1	4	A2M
GO: Molecular Function	GO:0034191	apolipoprotein A-I receptor binding	 	1.063E-2	1.000E0	3.188E-2	1.801E-1	1	4	APOA1
GO: Molecular Function	GO:0019862	IgA binding	 	1.063E-2	1.000E0	3.188E-2	1.801E-1	1	4	JCHAIN
GO: Molecular Function	GO:0016298	lipase activity	 	1.157E-2	1.000E0	3.408E-2	1.925E-1	3	176	APOA1,APOC3,APOH
GO: Molecular Function	GO:0005543	phospholipid binding	 	1.250E-2	1.000E0	3.614E-2	2.042E-1	5	522	IGHM,JCHAIN,APOA1,APOC3,APOH
GO: Molecular Function	GO:0005201	extracellular matrix structural constituent	 	1.461E-2	1.000E0	4.147E-2	2.343E-1	3	192	FGA,FGB,FGG
GO: Molecular Function	GO:0060228	phosphatidylcholine-sterol O-acyltransferase activator activity	 	1.590E-2	1.000E0	4.435E-2	2.506E-1	1	6	APOA1
GO: Molecular Function	GO:0005507	copper ion binding	 	1.798E-2	1.000E0	4.751E-2	2.684E-1	2	77	CP,ALB
GO: Molecular Function	GO:0033265	choline binding	 	1.853E-2	1.000E0	4.751E-2	2.684E-1	1	7	CRP
GO: Molecular Function	GO:0034190	apolipoprotein receptor binding	 	1.853E-2	1.000E0	4.751E-2	2.684E-1	1	7	APOA1
GO: Molecular Function	GO:0035662	Toll-like receptor 4 binding	 	1.853E-2	1.000E0	4.751E-2	2.684E-1	1	7	SAA2
GO: Molecular Function	GO:0004607	phosphatidylcholine-sterol O-acyltransferase activity	 	1.853E-2	1.000E0	4.751E-2	2.684E-1	1	7	APOA1
GO: Biological Process	GO:0072376	protein activation cascade	 	1.612E-56	2.313E-53	2.313E-53	1.815E-52	35	224	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,FGA,FGB,APCS,SERPING1,IGKV3D-20,SERPINC1,C3,C4BPA,IGLC3,IGLC6,FGG,APOH,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0006956	complement activation	 	1.972E-47	2.829E-44	1.089E-44	8.542E-44	30	195	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0002455	humoral immune response mediated by circulating immunoglobulin	 	2.276E-47	3.266E-44	1.089E-44	8.542E-44	29	167	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0006958	complement activation, classical pathway	 	4.983E-47	7.150E-44	1.788E-44	1.403E-43	28	145	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0016064	immunoglobulin mediated immune response	 	2.135E-43	3.064E-40	6.128E-41	4.808E-40	30	261	CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0006959	humoral immune response	 	4.099E-43	5.883E-40	9.804E-41	7.693E-40	34	460	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,JCHAIN,HPX,FGA,FGB,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0019724	B cell mediated immunity	 	7.825E-43	1.123E-39	1.604E-40	1.259E-39	30	272	CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0016050	vesicle organization	 	2.566E-36	3.682E-33	4.246E-34	3.332E-33	44	1924	A2M,IGHV3-48,SERPINA3,ORM1,ORM2,SAA1,SERPINA1,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,HPX,FGA,FGB,SERPING1,IGKV3D-20,C3,APOA1,C4BPA,IGLC3,ALB,IGLC6,APOC3,FGG,APOH,IGKV3-20,ITIH4,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0002250	adaptive immune response	 	2.663E-36	3.822E-33	4.246E-34	3.332E-33	35	811	CFH,IGHV3-48,SERPINA3,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,JCHAIN,HPX,FGA,FGB,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,FGG,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0030449	regulation of complement activation	 	3.737E-36	5.363E-33	5.363E-34	4.208E-33	22	118	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHG2,IGHG3,IGHG4,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGLV3-21
GO: Biological Process	GO:0002443	leukocyte mediated immunity	 	4.509E-36	6.470E-33	5.882E-34	4.615E-33	37	1017	CFH,IGHV3-48,SERPINA3,ORM1,ORM2,SAA1,SERPINA1,SAA2,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0002920	regulation of humoral immune response	 	5.895E-36	8.460E-33	7.050E-34	5.532E-33	23	147	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHG2,IGHG3,IGHG4,HPX,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGLV3-21
GO: Biological Process	GO:0002449	lymphocyte mediated immunity	 	1.079E-35	1.549E-32	1.191E-33	9.347E-33	30	463	CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	 	2.205E-35	3.164E-32	2.260E-33	1.773E-32	30	474	CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0002252	immune effector process	 	1.040E-32	1.493E-29	9.952E-31	7.809E-30	39	1516	A2M,CFH,IGHV3-48,SERPINA3,ORM1,ORM2,SAA1,SERPINA1,SAA2,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,APOA1,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0006910	phagocytosis, recognition	 	2.200E-32	3.158E-29	1.973E-30	1.548E-29	20	112	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,C4BPA,IGLC3,IGLC6,IGHV3-74,CRP,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0006900	vesicle budding from membrane	 	3.816E-32	5.476E-29	3.221E-30	2.528E-29	34	962	IGHV3-48,SAA1,SERPINA1,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,HPX,IGKV3D-20,C3,APOA1,C4BPA,IGLC3,ALB,IGLC6,APOC3,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0006897	endocytosis	 	4.929E-32	7.073E-29	3.929E-30	3.083E-29	33	870	IGHV3-48,SAA1,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,HPX,IGKV3D-20,C3,APOA1,C4BPA,IGLC3,ALB,IGLC6,APOC3,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0010324	membrane invagination	 	8.007E-32	1.149E-28	6.047E-30	4.745E-29	33	883	IGHV3-48,SAA1,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,HPX,IGKV3D-20,C3,APOA1,C4BPA,IGLC3,ALB,IGLC6,APOC3,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0006909	phagocytosis	 	1.365E-31	1.959E-28	9.794E-30	7.685E-29	27	424	IGHV3-48,TGM2,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,IGKV3D-20,C3,APOA1,C4BPA,IGLC3,IGLC6,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0002253	activation of immune response	 	1.505E-31	2.159E-28	1.028E-29	8.069E-29	30	635	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0098542	defense response to other organism	 	1.727E-30	2.478E-27	1.126E-28	8.837E-28	37	1446	A2M,CFH,IGHV3-48,SERPINA3,SAA1,SAA2,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,HPX,FGA,FGB,APCS,SERPING1,C3,C4BPA,IGLC3,IGLC6,FGG,C9,IGKV3-20,IGHV3-74,CRP,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0042742	defense response to bacterium	 	4.738E-30	6.799E-27	2.956E-28	2.319E-27	27	483	IGHV3-48,SAA1,SAA2,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,FGA,FGB,IGLC3,IGLC6,IGKV3-20,IGHV3-74,CRP,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0050778	positive regulation of immune response	 	5.748E-29	8.248E-26	3.437E-27	2.697E-26	31	870	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0009617	response to bacterium	 	6.064E-29	8.702E-26	3.481E-27	2.731E-26	34	1199	CFH,IGHV3-48,SERPINA3,ORM1,ORM2,SAA1,SERPINA1,SAA2,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,IGHG2,IGHG3,IGHG4,HPR,IGHM,JCHAIN,FGA,FGB,C3,C4BPA,IGLC3,IGLC6,IGKV3-20,IGHV3-74,CRP,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0045087	innate immune response	 	3.321E-28	4.766E-25	1.833E-26	1.438E-25	33	1141	A2M,CFH,IGHV3-48,SERPINA3,SAA1,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,JCHAIN,HPX,FGA,FGB,APCS,SERPING1,C3,C4BPA,IGLC3,IGLC6,FGG,C9,IGHV3-74,CRP,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0006911	phagocytosis, engulfment	 	3.959E-28	5.681E-25	2.104E-26	1.651E-25	19	143	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,C3,IGLC3,IGLC6,IGHV3-74,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0006898	receptor-mediated endocytosis	 	9.166E-28	1.315E-24	4.698E-26	3.686E-25	25	443	IGHV3-48,SAA1,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,HP,HPR,JCHAIN,HPX,IGKV3D-20,C3,APOA1,IGLC3,ALB,IGLC6,APOC3,IGKV3-20,IGKV2-30,CRP,IGLV3-21
GO: Biological Process	GO:0099024	plasma membrane invagination	 	1.986E-27	2.850E-24	9.827E-26	7.711E-25	19	155	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,C3,IGLC3,IGLC6,IGHV3-74,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0002526	acute inflammatory response	 	8.753E-27	1.256E-23	4.187E-25	3.285E-24	19	167	A2M,SERPINA3,ORM1,ORM2,SAA1,SERPINA1,SAA2,HP,IGHG2,IGHG3,IGHG4,HPR,FGA,APCS,SERPINC1,C3,PZP,ITIH4,CRP
GO: Biological Process	GO:0050853	B cell receptor signaling pathway	 	3.429E-26	4.920E-23	1.587E-24	1.245E-23	18	143	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,IGLC3,IGLC6,IGHV3-74,IGHV3-72,IGHV3-64D
GO: Biological Process	GO:0050776	regulation of immune response	 	2.213E-25	3.175E-22	9.923E-24	7.786E-23	31	1142	A2M,CFH,IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,HPX,APCS,SERPING1,IGKV3D-20,C3,C4BPA,IGLC3,IGLC6,C9,IGKV3-20,IGKV2-30,IGHV3-74,CRP,IGHV3-72,IGLV3-21,IGHV3-64D
GO: Biological Process	GO:0050871	positive regulation of B cell activation	 	6.353E-25	9.116E-22	2.762E-23	2.168E-22	18	167	IGHV3-48,IGHV3-30,IGHV3-23,IGHV3-13,IGHV3-11,IGLC7,IGHV3-7,IGHA1,IGHA2,IGHG2,IGHG3,IGHG4,IGHM,IGLC3,IGLC6,IGHV3-74,IGHV3-72,IGHV3-64D
